Order_Date,Order_Priority,Ord_id
2010-03-26,MEDIUM,Ord_705
2012-12-15,NOT SPECIFIED,Ord_706
2009-07-12,MEDIUM,Ord_707
2009-09-12,CRITICAL,Ord_708
2010-12-21,CRITICAL,Ord_709
2012-10-08,LOW,Ord_710
2010-12-11,HIGH,Ord_711
2012-05-05,CRITICAL,Ord_712
2010-07-21,LOW,Ord_713
2012-04-05,CRITICAL,Ord_714
2010-08-24,CRITICAL,Ord_715
2011-10-03,MEDIUM,Ord_716
2011-12-11,HIGH,Ord_717
2012-03-22,MEDIUM,Ord_718
2009-11-16,LOW,Ord_719
2009-05-09,LOW,Ord_720
2012-07-19,HIGH,Ord_721
2012-08-20,MEDIUM,Ord_722
2010-08-23,LOW,Ord_723
2012-12-25,MEDIUM,Ord_724
2011-06-16,NOT SPECIFIED,Ord_725
2010-06-23,HIGH,Ord_726
2010-10-29,NOT SPECIFIED,Ord_727
2009-07-15,CRITICAL,Ord_728
2009-04-26,NOT SPECIFIED,Ord_729
2011-04-09,MEDIUM,Ord_730
2012-09-24,CRITICAL,Ord_731
2011-11-10,HIGH,Ord_732
2012-02-17,HIGH,Ord_733
2009-06-18,MEDIUM,Ord_734
2011-05-26,NOT SPECIFIED,Ord_735
2010-09-20,LOW,Ord_736
2011-05-28,MEDIUM,Ord_737
2012-07-28,MEDIUM,Ord_738
2012-05-05,NOT SPECIFIED,Ord_739
2010-06-17,HIGH,Ord_740
2010-07-19,CRITICAL,Ord_741
2011-04-07,NOT SPECIFIED,Ord_742
2012-12-06,MEDIUM,Ord_743
2012-04-13,HIGH,Ord_744
2012-10-25,CRITICAL,Ord_745
2009-01-08,NOT SPECIFIED,Ord_746
2012-11-04,LOW,Ord_747
2011-09-20,MEDIUM,Ord_748
2012-11-13,CRITICAL,Ord_749
2012-06-16,CRITICAL,Ord_750
2010-02-26,LOW,Ord_751
2009-11-08,HIGH,Ord_752
2012-11-22,LOW,Ord_753
2012-07-21,NOT SPECIFIED,Ord_754
2009-10-04,NOT SPECIFIED,Ord_755
2011-11-18,LOW,Ord_756
2010-01-14,NOT SPECIFIED,Ord_757
2011-02-24,MEDIUM,Ord_758
2009-02-13,CRITICAL,Ord_759
2010-06-15,HIGH,Ord_760
2011-10-29,HIGH,Ord_761
2010-10-22,CRITICAL,Ord_762
2011-08-04,MEDIUM,Ord_763
2012-09-07,CRITICAL,Ord_764
2012-06-23,HIGH,Ord_765
2010-07-16,NOT SPECIFIED,Ord_766
2009-07-26,LOW,Ord_767
2009-08-23,HIGH,Ord_768
2011-01-08,LOW,Ord_769
2012-05-29,CRITICAL,Ord_770
2010-06-05,LOW,Ord_771
2009-10-18,LOW,Ord_772
2010-07-15,MEDIUM,Ord_773
2009-12-07,LOW,Ord_774
2012-10-05,MEDIUM,Ord_775
2011-07-24,HIGH,Ord_776
2012-08-30,MEDIUM,Ord_777
2011-11-19,LOW,Ord_778
2009-09-16,LOW,Ord_779
2011-09-15,HIGH,Ord_780
2009-01-22,CRITICAL,Ord_781
2009-03-11,HIGH,Ord_782
2011-05-28,LOW,Ord_783
2012-11-06,HIGH,Ord_784
2010-01-20,HIGH,Ord_785
2010-02-05,NOT SPECIFIED,Ord_786
2012-11-07,CRITICAL,Ord_787
2011-03-07,CRITICAL,Ord_788
2012-06-17,NOT SPECIFIED,Ord_789
2010-12-12,MEDIUM,Ord_790
2012-04-26,MEDIUM,Ord_791
2009-05-08,LOW,Ord_792
2010-06-09,LOW,Ord_793
2012-09-15,HIGH,Ord_794
2011-07-27,MEDIUM,Ord_795
2009-06-25,NOT SPECIFIED,Ord_796
2009-08-27,MEDIUM,Ord_797
2011-10-01,CRITICAL,Ord_798
2012-03-31,LOW,Ord_799
2011-04-22,CRITICAL,Ord_800
2009-08-28,NOT SPECIFIED,Ord_801
2009-05-08,LOW,Ord_802
2012-05-09,LOW,Ord_803
2011-09-10,MEDIUM,Ord_804
2010-08-22,MEDIUM,Ord_805
2012-04-08,NOT SPECIFIED,Ord_806
2010-12-14,MEDIUM,Ord_807
2009-12-24,LOW,Ord_808
2010-12-10,MEDIUM,Ord_809
2009-01-15,NOT SPECIFIED,Ord_810
2011-05-04,NOT SPECIFIED,Ord_811
2012-01-20,LOW,Ord_812
2011-09-24,NOT SPECIFIED,Ord_813
2011-09-10,CRITICAL,Ord_814
2011-04-05,NOT SPECIFIED,Ord_815
2011-09-10,LOW,Ord_816
2010-10-04,NOT SPECIFIED,Ord_817
2012-08-19,NOT SPECIFIED,Ord_818
2012-01-07,NOT SPECIFIED,Ord_819
2009-11-20,MEDIUM,Ord_820
2012-09-16,MEDIUM,Ord_821
2009-09-17,NOT SPECIFIED,Ord_822
2010-07-21,CRITICAL,Ord_823
2010-09-11,LOW,Ord_824
2011-10-01,CRITICAL,Ord_825
2010-12-24,NOT SPECIFIED,Ord_826
2012-05-30,NOT SPECIFIED,Ord_827
2009-12-02,CRITICAL,Ord_828
2009-04-09,NOT SPECIFIED,Ord_829
2010-08-26,LOW,Ord_830
2009-07-21,MEDIUM,Ord_831
2011-12-09,HIGH,Ord_832
2009-03-18,CRITICAL,Ord_833
2010-01-27,LOW,Ord_834
2011-11-09,CRITICAL,Ord_835
2011-03-02,NOT SPECIFIED,Ord_836
2011-02-15,LOW,Ord_837
2012-01-03,LOW,Ord_838
2009-10-08,CRITICAL,Ord_839
2010-12-13,NOT SPECIFIED,Ord_840
2009-10-15,NOT SPECIFIED,Ord_841
2009-07-10,NOT SPECIFIED,Ord_842
2010-09-17,MEDIUM,Ord_843
2009-03-07,HIGH,Ord_844
2010-09-10,HIGH,Ord_845
2009-09-23,CRITICAL,Ord_846
2011-02-10,MEDIUM,Ord_847
2011-01-19,HIGH,Ord_848
2011-01-22,MEDIUM,Ord_849
2009-03-23,NOT SPECIFIED,Ord_850
2011-07-01,CRITICAL,Ord_851
2011-06-22,MEDIUM,Ord_852
2011-03-08,CRITICAL,Ord_853
2011-07-11,CRITICAL,Ord_854
2010-08-26,LOW,Ord_855
2010-03-17,CRITICAL,Ord_856
2009-07-07,CRITICAL,Ord_857
2009-03-27,NOT SPECIFIED,Ord_858
2010-02-17,HIGH,Ord_859
2011-01-02,CRITICAL,Ord_860
2012-03-17,HIGH,Ord_861
2009-10-01,CRITICAL,Ord_862
2010-04-16,CRITICAL,Ord_863
2010-07-03,MEDIUM,Ord_864
2012-10-16,CRITICAL,Ord_865
2009-11-09,CRITICAL,Ord_866
2010-12-10,LOW,Ord_867
2011-06-19,CRITICAL,Ord_868
2012-07-11,NOT SPECIFIED,Ord_869
2011-12-11,MEDIUM,Ord_870
2011-06-05,HIGH,Ord_871
2011-08-09,CRITICAL,Ord_872
2011-03-21,LOW,Ord_873
2010-11-05,MEDIUM,Ord_874
2012-06-02,LOW,Ord_875
2010-12-28,CRITICAL,Ord_876
2011-08-09,CRITICAL,Ord_877
2012-05-31,CRITICAL,Ord_878
2009-12-09,CRITICAL,Ord_879
2012-06-17,HIGH,Ord_880
2010-12-29,CRITICAL,Ord_881
2011-04-30,NOT SPECIFIED,Ord_882
2010-03-05,CRITICAL,Ord_883
2012-08-22,NOT SPECIFIED,Ord_884
2011-03-07,HIGH,Ord_885
2010-02-22,MEDIUM,Ord_886
2011-11-30,HIGH,Ord_887
2010-08-13,CRITICAL,Ord_888
2011-10-29,LOW,Ord_889
2009-11-28,CRITICAL,Ord_890
2011-02-08,CRITICAL,Ord_891
2012-03-11,HIGH,Ord_892
2011-07-21,LOW,Ord_893
2010-12-10,NOT SPECIFIED,Ord_894
2012-10-05,LOW,Ord_895
2012-11-02,LOW,Ord_896
2009-03-22,LOW,Ord_897
2011-10-22,CRITICAL,Ord_898
2009-04-11,CRITICAL,Ord_899
2009-02-01,CRITICAL,Ord_900
2012-10-28,LOW,Ord_901
2011-03-04,NOT SPECIFIED,Ord_902
2009-05-10,HIGH,Ord_903
2012-01-30,CRITICAL,Ord_904
2012-12-02,HIGH,Ord_905
2012-01-19,NOT SPECIFIED,Ord_906
2009-06-25,NOT SPECIFIED,Ord_907
2011-05-28,NOT SPECIFIED,Ord_908
2009-04-08,MEDIUM,Ord_909
2010-08-17,CRITICAL,Ord_910
2009-01-22,LOW,Ord_911
2011-07-03,HIGH,Ord_912
2010-01-31,LOW,Ord_913
2010-08-03,MEDIUM,Ord_914
2010-04-11,HIGH,Ord_915
2009-09-25,CRITICAL,Ord_916
2009-02-13,HIGH,Ord_917
2011-08-19,LOW,Ord_918
2011-12-03,HIGH,Ord_919
2012-03-28,HIGH,Ord_920
2009-09-25,NOT SPECIFIED,Ord_921
2012-12-08,CRITICAL,Ord_922
2012-01-31,LOW,Ord_923
2010-02-27,CRITICAL,Ord_924
2010-06-28,CRITICAL,Ord_925
2012-05-19,HIGH,Ord_926
2011-01-14,HIGH,Ord_927
2009-01-06,HIGH,Ord_928
2010-08-21,CRITICAL,Ord_929
2010-02-19,MEDIUM,Ord_930
2009-11-23,MEDIUM,Ord_931
2009-12-18,LOW,Ord_932
2009-06-07,NOT SPECIFIED,Ord_933
2012-07-17,NOT SPECIFIED,Ord_934
2009-12-06,LOW,Ord_935
2012-07-19,NOT SPECIFIED,Ord_936
2011-03-19,MEDIUM,Ord_937
2012-12-27,HIGH,Ord_938
2011-08-09,CRITICAL,Ord_939
2010-08-12,CRITICAL,Ord_940
2009-03-15,MEDIUM,Ord_941
2011-10-20,HIGH,Ord_942
2011-01-13,HIGH,Ord_943
2009-08-14,CRITICAL,Ord_944
2009-01-31,LOW,Ord_945
2009-08-15,CRITICAL,Ord_946
2009-03-07,HIGH,Ord_947
2009-08-04,NOT SPECIFIED,Ord_948
2012-08-18,LOW,Ord_949
2009-10-01,CRITICAL,Ord_950
2009-04-07,CRITICAL,Ord_951
2010-06-19,LOW,Ord_952
2012-12-16,NOT SPECIFIED,Ord_953
2012-09-20,NOT SPECIFIED,Ord_954
2010-03-03,LOW,Ord_955
2010-01-11,NOT SPECIFIED,Ord_956
2010-02-28,LOW,Ord_957
2011-07-05,MEDIUM,Ord_958
2012-10-07,NOT SPECIFIED,Ord_959
2011-09-29,CRITICAL,Ord_960
2010-10-25,LOW,Ord_961
2010-09-17,LOW,Ord_962
2011-11-23,HIGH,Ord_963
2012-09-13,CRITICAL,Ord_964
2012-03-08,HIGH,Ord_965
2010-11-17,NOT SPECIFIED,Ord_966
2012-10-08,LOW,Ord_967
2011-03-02,MEDIUM,Ord_968
2009-12-14,CRITICAL,Ord_969
2011-04-17,LOW,Ord_970
2009-06-09,CRITICAL,Ord_971
2012-08-16,CRITICAL,Ord_972
2010-12-10,MEDIUM,Ord_973
2011-07-13,HIGH,Ord_974
2012-03-12,CRITICAL,Ord_975
2012-07-13,NOT SPECIFIED,Ord_976
2009-04-02,LOW,Ord_977
2011-12-20,MEDIUM,Ord_978
2011-05-30,MEDIUM,Ord_979
2010-09-10,CRITICAL,Ord_980
2011-10-03,HIGH,Ord_981
2010-01-22,MEDIUM,Ord_982
2011-11-04,HIGH,Ord_983
2011-04-16,MEDIUM,Ord_984
2010-11-27,LOW,Ord_985
2010-09-08,CRITICAL,Ord_986
2010-08-26,MEDIUM,Ord_987
2011-07-06,LOW,Ord_988
2010-05-20,LOW,Ord_989
2010-12-29,MEDIUM,Ord_990
2011-07-09,CRITICAL,Ord_991
2009-06-09,CRITICAL,Ord_992
2009-02-25,NOT SPECIFIED,Ord_993
2010-02-01,CRITICAL,Ord_994
2012-05-31,CRITICAL,Ord_995
2009-12-05,MEDIUM,Ord_996
2010-10-22,NOT SPECIFIED,Ord_997
2009-06-17,LOW,Ord_998
2011-10-07,LOW,Ord_999
2009-11-12,HIGH,Ord_1000
2009-09-27,MEDIUM,Ord_1001
2011-01-26,LOW,Ord_1002
2011-02-13,CRITICAL,Ord_1003
2012-07-20,NOT SPECIFIED,Ord_1004
2010-01-18,HIGH,Ord_1005
2011-12-10,NOT SPECIFIED,Ord_1006
2010-07-29,HIGH,Ord_1007
2010-10-26,LOW,Ord_1008
2012-04-10,NOT SPECIFIED,Ord_1009
2012-07-08,HIGH,Ord_1010
2011-02-19,MEDIUM,Ord_1011
2010-09-24,CRITICAL,Ord_1012
2009-12-18,LOW,Ord_1013
2012-12-04,CRITICAL,Ord_1014
2009-01-06,CRITICAL,Ord_1015
2011-02-16,LOW,Ord_1016
2012-02-26,NOT SPECIFIED,Ord_1017
2012-10-07,MEDIUM,Ord_1018
2012-05-17,MEDIUM,Ord_1019
2009-01-22,HIGH,Ord_1020
2011-04-03,CRITICAL,Ord_1021
2011-06-22,CRITICAL,Ord_1022
2009-06-29,HIGH,Ord_1023
2012-03-27,MEDIUM,Ord_1024
2012-03-05,CRITICAL,Ord_1025
2011-11-19,LOW,Ord_1026
2010-11-13,MEDIUM,Ord_1027
2012-02-12,NOT SPECIFIED,Ord_1028
2010-10-29,HIGH,Ord_1029
2009-02-23,CRITICAL,Ord_1030
2010-05-20,NOT SPECIFIED,Ord_1031
2009-07-26,NOT SPECIFIED,Ord_1032
2012-05-09,NOT SPECIFIED,Ord_1033
2011-07-25,HIGH,Ord_1034
2011-08-09,HIGH,Ord_1035
2009-12-16,HIGH,Ord_1036
2010-08-17,CRITICAL,Ord_1037
2010-11-13,NOT SPECIFIED,Ord_1038
2010-03-23,HIGH,Ord_1039
2010-12-24,CRITICAL,Ord_1040
2010-11-21,MEDIUM,Ord_1041
2010-07-02,CRITICAL,Ord_1042
2009-08-05,HIGH,Ord_1043
2011-01-05,CRITICAL,Ord_1044
2011-01-05,LOW,Ord_1045
2009-07-29,CRITICAL,Ord_1046
2010-08-11,HIGH,Ord_1047
2012-08-30,CRITICAL,Ord_1048
2009-06-09,LOW,Ord_1049
2010-12-12,MEDIUM,Ord_1050
2012-02-06,NOT SPECIFIED,Ord_1051
2011-05-02,NOT SPECIFIED,Ord_1052
2010-12-14,NOT SPECIFIED,Ord_1053
2012-04-04,NOT SPECIFIED,Ord_1054
2010-05-30,NOT SPECIFIED,Ord_1055
2012-10-30,NOT SPECIFIED,Ord_1056
2009-05-12,LOW,Ord_1057
2010-07-22,NOT SPECIFIED,Ord_1058
2010-02-21,MEDIUM,Ord_1059
2010-12-12,HIGH,Ord_1060
2011-05-06,HIGH,Ord_1061
2010-11-21,NOT SPECIFIED,Ord_1062
2011-12-18,CRITICAL,Ord_1063
2010-03-04,CRITICAL,Ord_1064
2012-11-01,LOW,Ord_1065
2012-11-28,NOT SPECIFIED,Ord_1066
2009-05-16,CRITICAL,Ord_1067
2012-06-26,HIGH,Ord_1068
2011-08-20,NOT SPECIFIED,Ord_1069
2012-10-14,HIGH,Ord_1070
2009-06-08,HIGH,Ord_1071
2009-07-10,HIGH,Ord_1072
2012-03-08,NOT SPECIFIED,Ord_1073
2011-12-31,LOW,Ord_1074
2009-03-07,HIGH,Ord_1075
2009-07-30,LOW,Ord_1076
2009-10-01,LOW,Ord_1077
2012-07-11,HIGH,Ord_1078
2011-07-02,CRITICAL,Ord_1079
2010-08-22,MEDIUM,Ord_1080
2012-12-03,HIGH,Ord_1081
2011-09-11,MEDIUM,Ord_1082
2012-01-11,LOW,Ord_1083
2011-07-18,MEDIUM,Ord_1084
2010-09-29,NOT SPECIFIED,Ord_1085
2011-01-25,HIGH,Ord_1086
2009-06-25,NOT SPECIFIED,Ord_1087
2012-04-27,HIGH,Ord_1088
2010-06-11,LOW,Ord_1089
2009-04-26,LOW,Ord_1090
2012-05-11,LOW,Ord_1091
2010-05-09,NOT SPECIFIED,Ord_1092
2011-03-07,HIGH,Ord_1093
2009-12-01,NOT SPECIFIED,Ord_1094
2009-12-19,HIGH,Ord_1095
2011-06-14,LOW,Ord_1096
2010-11-21,LOW,Ord_1097
2009-06-12,MEDIUM,Ord_1098
2010-07-05,CRITICAL,Ord_1099
2011-02-20,CRITICAL,Ord_1100
2010-09-14,MEDIUM,Ord_1101
2011-04-12,CRITICAL,Ord_1102
2012-08-14,MEDIUM,Ord_1103
2011-08-18,NOT SPECIFIED,Ord_1104
2011-06-01,LOW,Ord_1105
2009-10-05,LOW,Ord_1106
2010-04-01,HIGH,Ord_1107
2011-05-22,LOW,Ord_1108
2012-01-24,LOW,Ord_1109
2010-07-21,HIGH,Ord_1110
2011-06-11,NOT SPECIFIED,Ord_1111
2012-05-07,NOT SPECIFIED,Ord_1112
2012-02-03,CRITICAL,Ord_1113
2011-09-16,CRITICAL,Ord_1114
2009-07-14,NOT SPECIFIED,Ord_1115
2011-10-29,HIGH,Ord_1116
2011-01-15,CRITICAL,Ord_1117
2010-10-14,CRITICAL,Ord_1118
2009-04-11,NOT SPECIFIED,Ord_1119
2009-02-07,CRITICAL,Ord_1120
2012-02-03,HIGH,Ord_1121
2011-04-02,MEDIUM,Ord_1122
2011-03-18,LOW,Ord_1123
2011-03-18,CRITICAL,Ord_1124
2010-07-24,LOW,Ord_1125
2012-10-17,HIGH,Ord_1126
2011-11-27,NOT SPECIFIED,Ord_1127
2009-05-03,MEDIUM,Ord_1128
2012-01-25,CRITICAL,Ord_1129
2010-08-05,LOW,Ord_1130
2009-09-28,MEDIUM,Ord_1131
2012-02-07,HIGH,Ord_1132
2010-04-10,MEDIUM,Ord_1133
2009-05-26,CRITICAL,Ord_1134
2010-02-20,CRITICAL,Ord_1135
2010-04-12,HIGH,Ord_1136
2010-05-08,LOW,Ord_1137
2011-09-12,MEDIUM,Ord_1138
2009-04-02,MEDIUM,Ord_1139
2012-05-28,HIGH,Ord_1140
2012-05-08,LOW,Ord_1141
2009-06-19,NOT SPECIFIED,Ord_1142
2010-02-03,MEDIUM,Ord_1143
2009-11-03,NOT SPECIFIED,Ord_1144
2011-07-09,NOT SPECIFIED,Ord_1145
2010-07-23,LOW,Ord_1146
2009-07-04,MEDIUM,Ord_1147
2012-03-23,NOT SPECIFIED,Ord_1148
2010-09-08,CRITICAL,Ord_1149
2011-06-29,MEDIUM,Ord_1150
2009-06-22,CRITICAL,Ord_1151
2012-01-21,MEDIUM,Ord_1152
2010-07-12,MEDIUM,Ord_1153
2012-02-09,NOT SPECIFIED,Ord_1154
2010-06-06,NOT SPECIFIED,Ord_1155
2010-12-14,CRITICAL,Ord_1156
2010-10-05,HIGH,Ord_1157
2011-12-04,MEDIUM,Ord_1158
2009-01-29,MEDIUM,Ord_1159
2009-12-12,HIGH,Ord_1160
2012-01-25,NOT SPECIFIED,Ord_1161
2012-12-06,LOW,Ord_1162
2009-06-04,LOW,Ord_1163
2009-10-04,NOT SPECIFIED,Ord_1164
2009-09-24,LOW,Ord_1165
2011-06-30,NOT SPECIFIED,Ord_1166
2009-03-01,CRITICAL,Ord_1167
2010-06-24,CRITICAL,Ord_1168
2012-04-22,HIGH,Ord_1169
2010-04-22,LOW,Ord_1170
2011-03-05,MEDIUM,Ord_1171
2010-12-12,NOT SPECIFIED,Ord_1172
2009-11-04,NOT SPECIFIED,Ord_1173
2011-03-15,NOT SPECIFIED,Ord_1174
2011-12-20,CRITICAL,Ord_1175
2012-03-23,LOW,Ord_1176
2011-05-14,LOW,Ord_1177
2009-11-06,HIGH,Ord_1178
2011-03-30,MEDIUM,Ord_1179
2011-04-19,MEDIUM,Ord_1180
2009-06-02,LOW,Ord_1181
2009-06-23,HIGH,Ord_1182
2011-05-02,HIGH,Ord_1183
2011-05-31,NOT SPECIFIED,Ord_1184
2012-05-07,MEDIUM,Ord_1185
2010-09-19,HIGH,Ord_1186
2012-12-20,HIGH,Ord_1187
2011-07-21,LOW,Ord_1188
2010-07-03,MEDIUM,Ord_1189
2010-07-19,NOT SPECIFIED,Ord_1190
2009-12-06,LOW,Ord_1191
2009-11-04,HIGH,Ord_1192
2012-10-13,NOT SPECIFIED,Ord_1193
2009-06-14,NOT SPECIFIED,Ord_1194
2009-02-26,CRITICAL,Ord_1195
2012-04-15,NOT SPECIFIED,Ord_1196
2010-06-20,MEDIUM,Ord_1197
2011-06-22,HIGH,Ord_1198
2012-06-24,MEDIUM,Ord_1199
2009-01-27,CRITICAL,Ord_1200
2010-02-28,LOW,Ord_1201
2012-01-30,MEDIUM,Ord_1202
2011-10-01,HIGH,Ord_1203
2009-04-28,HIGH,Ord_1204
2009-09-13,CRITICAL,Ord_1205
2011-09-27,HIGH,Ord_1206
2010-06-23,NOT SPECIFIED,Ord_1207
2010-02-22,CRITICAL,Ord_1208
2012-07-06,HIGH,Ord_1209
2010-01-21,HIGH,Ord_1210
2010-07-01,MEDIUM,Ord_1211
2012-01-12,NOT SPECIFIED,Ord_1212
2012-10-12,MEDIUM,Ord_1213
2012-11-18,LOW,Ord_1214
2012-12-15,NOT SPECIFIED,Ord_1215
2012-10-27,LOW,Ord_1216
2012-11-07,NOT SPECIFIED,Ord_1217
2012-09-07,HIGH,Ord_1218
2011-04-25,CRITICAL,Ord_1219
2011-12-31,CRITICAL,Ord_1220
2009-07-17,MEDIUM,Ord_1221
2010-01-16,NOT SPECIFIED,Ord_1222
2009-07-16,HIGH,Ord_1223
2010-05-15,MEDIUM,Ord_1224
2009-11-19,HIGH,Ord_1225
2010-10-02,MEDIUM,Ord_1226
2012-10-18,CRITICAL,Ord_1227
2009-08-03,HIGH,Ord_1228
2012-12-10,LOW,Ord_1229
2010-09-10,HIGH,Ord_1230
2011-03-07,HIGH,Ord_1231
2009-12-12,HIGH,Ord_1232
2012-12-18,MEDIUM,Ord_1233
2010-10-23,LOW,Ord_1234
2009-02-14,LOW,Ord_1235
2012-05-01,HIGH,Ord_1236
2012-08-16,LOW,Ord_1237
2012-10-04,MEDIUM,Ord_1238
2009-06-12,NOT SPECIFIED,Ord_1239
2010-09-25,MEDIUM,Ord_1240
2009-09-01,NOT SPECIFIED,Ord_1241
2012-10-19,NOT SPECIFIED,Ord_1242
2011-06-04,LOW,Ord_1243
2011-11-01,HIGH,Ord_1244
2012-08-28,HIGH,Ord_1245
2011-04-22,MEDIUM,Ord_1246
2009-10-06,NOT SPECIFIED,Ord_1247
2011-04-26,LOW,Ord_1248
2012-03-14,NOT SPECIFIED,Ord_1249
2011-06-29,LOW,Ord_1250
2009-05-01,CRITICAL,Ord_1251
2010-08-03,CRITICAL,Ord_1252
2011-01-18,HIGH,Ord_1253
2009-04-27,NOT SPECIFIED,Ord_1254
2011-05-10,MEDIUM,Ord_1255
2009-07-01,HIGH,Ord_1256
2010-09-25,LOW,Ord_1257
2012-04-29,HIGH,Ord_1258
2010-08-24,HIGH,Ord_1259
2009-03-16,MEDIUM,Ord_1260
2010-04-15,MEDIUM,Ord_1261
2010-02-20,CRITICAL,Ord_1262
2010-12-22,NOT SPECIFIED,Ord_1263
2010-03-30,LOW,Ord_1264
2010-09-29,MEDIUM,Ord_1265
2009-11-06,CRITICAL,Ord_1266
2009-06-21,NOT SPECIFIED,Ord_1267
2009-04-10,MEDIUM,Ord_1268
2012-01-19,CRITICAL,Ord_1269
2012-02-27,HIGH,Ord_1270
2012-12-07,MEDIUM,Ord_1271
2012-01-06,LOW,Ord_1272
2010-03-14,MEDIUM,Ord_1273
2010-02-02,LOW,Ord_1274
2012-12-05,LOW,Ord_1275
2012-03-15,NOT SPECIFIED,Ord_1276
2012-12-05,NOT SPECIFIED,Ord_1277
2010-02-01,LOW,Ord_1278
2009-08-17,MEDIUM,Ord_1279
2012-08-17,LOW,Ord_1280
2012-09-28,HIGH,Ord_1281
2012-03-20,HIGH,Ord_1282
2010-06-26,MEDIUM,Ord_1283
2009-09-08,NOT SPECIFIED,Ord_1284
2010-06-16,LOW,Ord_1285
2009-10-21,NOT SPECIFIED,Ord_1286
2010-12-21,LOW,Ord_1287
2009-03-28,HIGH,Ord_1288
2011-02-04,NOT SPECIFIED,Ord_1289
2009-12-21,HIGH,Ord_1290
2010-02-14,MEDIUM,Ord_1291
2011-09-25,HIGH,Ord_1292
2010-08-12,HIGH,Ord_1293
2010-10-19,LOW,Ord_1294
2010-12-30,NOT SPECIFIED,Ord_1295
2012-08-06,MEDIUM,Ord_1296
2011-09-15,HIGH,Ord_1297
2009-03-23,HIGH,Ord_1298
2010-03-25,MEDIUM,Ord_1299
2009-01-17,MEDIUM,Ord_1300
2012-07-14,NOT SPECIFIED,Ord_1301
2009-12-27,NOT SPECIFIED,Ord_1302
2011-10-22,HIGH,Ord_1303
2011-03-17,CRITICAL,Ord_1304
2010-10-26,CRITICAL,Ord_1305
2009-06-13,LOW,Ord_1306
2011-07-19,HIGH,Ord_1307
2010-01-22,HIGH,Ord_1308
2009-11-21,HIGH,Ord_1309
2011-07-10,NOT SPECIFIED,Ord_1310
2010-08-03,CRITICAL,Ord_1311
2009-04-19,LOW,Ord_1312
2012-02-19,CRITICAL,Ord_1313
2011-06-17,NOT SPECIFIED,Ord_1314
2012-05-18,HIGH,Ord_1315
2009-12-14,LOW,Ord_1316
2012-03-14,CRITICAL,Ord_1317
2011-12-09,MEDIUM,Ord_1318
2010-10-21,LOW,Ord_1319
2012-04-29,LOW,Ord_1320
2012-11-03,LOW,Ord_1321
2011-11-14,LOW,Ord_1322
2011-03-16,LOW,Ord_1323
2011-09-22,HIGH,Ord_1324
2009-11-22,HIGH,Ord_1325
2010-09-28,LOW,Ord_1326
2011-06-10,NOT SPECIFIED,Ord_1327
2009-09-29,NOT SPECIFIED,Ord_1328
2009-12-28,HIGH,Ord_1329
2010-03-30,LOW,Ord_1330
2011-11-04,MEDIUM,Ord_1331
2009-03-06,MEDIUM,Ord_1332
2010-01-28,LOW,Ord_1333
2011-03-17,CRITICAL,Ord_1334
2012-05-01,HIGH,Ord_1335
2009-05-24,NOT SPECIFIED,Ord_1336
2010-05-16,NOT SPECIFIED,Ord_1337
2009-01-12,LOW,Ord_1338
2011-01-05,HIGH,Ord_1339
2011-01-07,CRITICAL,Ord_1340
2012-05-20,NOT SPECIFIED,Ord_1341
2009-02-11,LOW,Ord_1342
2009-01-03,HIGH,Ord_1343
2012-08-15,MEDIUM,Ord_1344
2009-04-01,CRITICAL,Ord_1345
2009-10-13,CRITICAL,Ord_1346
2010-05-06,MEDIUM,Ord_1347
2012-02-23,CRITICAL,Ord_1348
2012-10-31,CRITICAL,Ord_1349
2009-04-23,LOW,Ord_1350
2009-08-16,MEDIUM,Ord_1351
2009-11-24,CRITICAL,Ord_1352
2010-10-01,MEDIUM,Ord_1353
2009-09-16,HIGH,Ord_1354
2010-10-23,LOW,Ord_1355
2009-12-20,CRITICAL,Ord_1356
2011-06-22,CRITICAL,Ord_1357
2010-08-17,LOW,Ord_1358
2010-04-20,MEDIUM,Ord_1359
2010-02-24,NOT SPECIFIED,Ord_1360
2011-09-12,NOT SPECIFIED,Ord_1361
2010-12-12,LOW,Ord_1362
2009-11-30,LOW,Ord_1363
2011-06-07,HIGH,Ord_1364
2012-11-06,LOW,Ord_1365
2010-08-03,LOW,Ord_1366
2009-08-04,CRITICAL,Ord_1367
2012-02-12,MEDIUM,Ord_1368
2011-07-18,NOT SPECIFIED,Ord_1369
2009-07-22,MEDIUM,Ord_1370
2009-11-15,MEDIUM,Ord_1371
2012-06-15,NOT SPECIFIED,Ord_1372
2010-10-13,NOT SPECIFIED,Ord_1373
2009-04-12,HIGH,Ord_1374
2012-03-04,NOT SPECIFIED,Ord_1375
2009-05-21,MEDIUM,Ord_1376
2010-11-08,HIGH,Ord_1377
2012-04-27,HIGH,Ord_1378
2010-02-20,NOT SPECIFIED,Ord_1379
2009-08-14,NOT SPECIFIED,Ord_1380
2010-07-03,NOT SPECIFIED,Ord_1381
2009-12-02,NOT SPECIFIED,Ord_1382
2011-10-09,HIGH,Ord_1383
2009-10-01,CRITICAL,Ord_1384
2011-09-01,CRITICAL,Ord_1385
2012-05-09,HIGH,Ord_1386
2009-12-02,LOW,Ord_1387
2010-10-02,MEDIUM,Ord_1388
2011-09-08,NOT SPECIFIED,Ord_1389
2010-07-20,HIGH,Ord_1390
